dispositivo_id,nombre_modelo,fecha,horario,estado,consumo_w,horas,consumo_kwh,intensidad_co2,emisiones_kgco2
D-0001,Monitor HP 24",2024-01-05,00:00-07:59,Apagado,0.50,7,0.0035,164.12,0.574437
D-0001,Monitor HP 24",2024-01-05,08:00-12:59,Encendido,50.00,4,0.2000,164.12,32.824960
D-0001,Monitor HP 24",2024-01-05,13:00-14:59,Apagado,0.50,1,0.0005,164.12,0.082062
D-0001,Monitor HP 24",2024-01-05,15:00-17:59,Encendido,50.00,2,0.1000,164.12,16.412480
D-0001,Monitor HP 24",2024-01-05,18:00-23:59,Apagado,0.50,5,0.0025,164.12,0.410312
D-0001,Monitor HP 24",2024-01-06,00:00-07:59,Apagado,0.50,7,0.0035,153.42,0.536971
D-0001,Monitor HP 24",2024-01-06,08:00-12:59,Encendido,50.00,4,0.2000,153.42,30.684080
D-0001,Monitor HP 24",2024-01-06,13:00-14:59,Apagado,0.50,1,0.0005,153.42,0.076710
D-0001,Monitor HP 24",2024-01-06,15:00-17:59,Encendido,50.00,2,0.1000,153.42,15.342040
D-0001,Monitor HP 24",2024-01-06,18:00-23:59,Apagado,0.50,5,0.0025,153.42,0.383551
D-0001,Monitor HP 24",2024-01-07,00:00-07:59,Apagado,0.50,7,0.0035,139.65,0.488785
D-0001,Monitor HP 24",2024-01-07,08:00-12:59,Encendido,50.00,4,0.2000,139.65,27.930560
D-0001,Monitor HP 24",2024-01-07,13:00-14:59,Apagado,0.50,1,0.0005,139.65,0.069826
D-0001,Monitor HP 24",2024-01-07,15:00-17:59,Encendido,50.00,2,0.1000,139.65,13.965280
D-0001,Monitor HP 24",2024-01-07,18:00-23:59,Apagado,0.50,5,0.0025,139.65,0.349132
D-0001,Monitor HP 24",2024-01-08,00:00-07:59,Apagado,0.50,7,0.0035,124.55,0.435911
D-0001,Monitor HP 24",2024-01-08,08:00-12:59,Encendido,50.00,4,0.2000,124.55,24.909200
D-0001,Monitor HP 24",2024-01-08,13:00-14:59,Apagado,0.50,1,0.0005,124.55,0.062273
D-0001,Monitor HP 24",2024-01-08,15:00-17:59,Encendido,50.00,2,0.1000,124.55,12.454600
D-0001,Monitor HP 24",2024-01-08,18:00-23:59,Apagado,0.50,5,0.0025,124.55,0.311365
D-0001,Monitor HP 24",2024-01-09,00:00-07:59,Apagado,0.50,7,0.0035,121.23,0.424312
D-0001,Monitor HP 24",2024-01-09,08:00-12:59,Encendido,50.00,4,0.2000,121.23,24.246400
D-0001,Monitor HP 24",2024-01-09,13:00-14:59,Apagado,0.50,1,0.0005,121.23,0.060616
D-0001,Monitor HP 24",2024-01-09,15:00-17:59,Encendido,50.00,2,0.1000,121.23,12.123200
D-0001,Monitor HP 24",2024-01-09,18:00-23:59,Apagado,0.50,5,0.0025,121.23,0.303080
D-0001,Monitor HP 24",2024-01-10,00:00-07:59,Apagado,0.50,7,0.0035,117.71,0.411985
D-0001,Monitor HP 24",2024-01-10,08:00-12:59,Encendido,50.00,4,0.2000,117.71,23.542000
D-0001,Monitor HP 24",2024-01-10,13:00-14:59,Apagado,0.50,1,0.0005,117.71,0.058855
D-0001,Monitor HP 24",2024-01-10,15:00-17:59,Encendido,50.00,2,0.1000,117.71,11.771000
D-0001,Monitor HP 24",2024-01-10,18:00-23:59,Apagado,0.50,5,0.0025,117.71,0.294275
D-0001,Monitor HP 24",2024-01-11,00:00-07:59,Apagado,0.50,7,0.0035,141.27,0.494459
D-0001,Monitor HP 24",2024-01-11,08:00-12:59,Encendido,50.00,4,0.2000,141.27,28.254800
D-0001,Monitor HP 24",2024-01-11,13:00-14:59,Apagado,0.50,1,0.0005,141.27,0.070637
D-0001,Monitor HP 24",2024-01-11,15:00-17:59,Encendido,50.00,2,0.1000,141.27,14.127400
D-0001,Monitor HP 24",2024-01-11,18:00-23:59,Apagado,0.50,5,0.0025,141.27,0.353185
D-0001,Monitor HP 24",2024-01-12,00:00-07:59,Apagado,0.50,7,0.0035,140.50,0.491758
D-0001,Monitor HP 24",2024-01-12,08:00-12:59,Encendido,50.00,4,0.2000,140.50,28.100480
D-0001,Monitor HP 24",2024-01-12,13:00-14:59,Apagado,0.50,1,0.0005,140.50,0.070251
D-0001,Monitor HP 24",2024-01-12,15:00-17:59,Encendido,50.00,2,0.1000,140.50,14.050240
D-0001,Monitor HP 24",2024-01-12,18:00-23:59,Apagado,0.50,5,0.0025,140.50,0.351256
D-0001,Monitor HP 24",2024-01-13,00:00-07:59,Apagado,0.50,7,0.0035,135.36,0.473754
D-0001,Monitor HP 24",2024-01-13,08:00-12:59,Encendido,50.00,4,0.2000,135.36,27.071680
D-0001,Monitor HP 24",2024-01-13,13:00-14:59,Apagado,0.50,1,0.0005,135.36,0.067679
D-0001,Monitor HP 24",2024-01-13,15:00-17:59,Encendido,50.00,2,0.1000,135.36,13.535840
D-0001,Monitor HP 24",2024-01-13,18:00-23:59,Apagado,0.50,5,0.0025,135.36,0.338396
D-0001,Monitor HP 24",2024-01-14,00:00-07:59,Apagado,0.50,7,0.0035,127.74,0.447076
D-0001,Monitor HP 24",2024-01-14,08:00-12:59,Encendido,50.00,4,0.2000,127.74,25.547200
D-0001,Monitor HP 24",2024-01-14,13:00-14:59,Apagado,0.50,1,0.0005,127.74,0.063868
D-0001,Monitor HP 24",2024-01-14,15:00-17:59,Encendido,50.00,2,0.1000,127.74,12.773600
D-0001,Monitor HP 24",2024-01-14,18:00-23:59,Apagado,0.50,5,0.0025,127.74,0.319340
D-0001,Monitor HP 24",2024-01-15,00:00-07:59,Apagado,0.50,7,0.0035,145.35,0.508719
D-0001,Monitor HP 24",2024-01-15,08:00-12:59,Encendido,50.00,4,0.2000,145.35,29.069680
D-0001,Monitor HP 24",2024-01-15,13:00-14:59,Apagado,0.50,1,0.0005,145.35,0.072674
D-0001,Monitor HP 24",2024-01-15,15:00-17:59,Encendido,50.00,2,0.1000,145.35,14.534840
D-0001,Monitor HP 24",2024-01-15,18:00-23:59,Apagado,0.50,5,0.0025,145.35,0.363371
D-0001,Monitor HP 24",2024-01-16,00:00-07:59,Apagado,0.50,7,0.0035,115.65,0.404785
D-0001,Monitor HP 24",2024-01-16,08:00-12:59,Encendido,50.00,4,0.2000,115.65,23.130560
D-0001,Monitor HP 24",2024-01-16,13:00-14:59,Apagado,0.50,1,0.0005,115.65,0.057826
D-0001,Monitor HP 24",2024-01-16,15:00-17:59,Encendido,50.00,2,0.1000,115.65,11.565280
D-0001,Monitor HP 24",2024-01-16,18:00-23:59,Apagado,0.50,5,0.0025,115.65,0.289132
D-0001,Monitor HP 24",2024-01-17,00:00-07:59,Apagado,0.50,7,0.0035,154.33,0.540172
D-0001,Monitor HP 24",2024-01-17,08:00-12:59,Encendido,50.00,4,0.2000,154.33,30.866960
D-0001,Monitor HP 24",2024-01-17,13:00-14:59,Apagado,0.50,1,0.0005,154.33,0.077167
D-0001,Monitor HP 24",2024-01-17,15:00-17:59,Encendido,50.00,2,0.1000,154.33,15.433480
D-0001,Monitor HP 24",2024-01-17,18:00-23:59,Apagado,0.50,5,0.0025,154.33,0.385837
D-0001,Monitor HP 24",2024-01-18,00:00-07:59,Apagado,0.50,7,0.0035,151.13,0.528968
D-0001,Monitor HP 24",2024-01-18,08:00-12:59,Encendido,50.00,4,0.2000,151.13,30.226720
D-0001,Monitor HP 24",2024-01-18,13:00-14:59,Apagado,0.50,1,0.0005,151.13,0.075567
D-0001,Monitor HP 24",2024-01-18,15:00-17:59,Encendido,50.00,2,0.1000,151.13,15.113360
D-0001,Monitor HP 24",2024-01-18,18:00-23:59,Apagado,0.50,5,0.0025,151.13,0.377834
D-0001,Monitor HP 24",2024-01-19,00:00-07:59,Apagado,0.50,7,0.0035,158.33,0.554165
D-0001,Monitor HP 24",2024-01-19,08:00-12:59,Encendido,50.00,4,0.2000,158.33,31.666560
D-0001,Monitor HP 24",2024-01-19,13:00-14:59,Apagado,0.50,1,0.0005,158.33,0.079166
D-0001,Monitor HP 24",2024-01-19,15:00-17:59,Encendido,50.00,2,0.1000,158.33,15.833280
D-0001,Monitor HP 24",2024-01-19,18:00-23:59,Apagado,0.50,5,0.0025,158.33,0.395832
D-0001,Monitor HP 24",2024-01-20,00:00-07:59,Apagado,0.50,7,0.0035,157.63,0.551701
D-0001,Monitor HP 24",2024-01-20,08:00-12:59,Encendido,50.00,4,0.2000,157.63,31.525760
D-0001,Monitor HP 24",2024-01-20,13:00-14:59,Apagado,0.50,1,0.0005,157.63,0.078814
D-0001,Monitor HP 24",2024-01-20,15:00-17:59,Encendido,50.00,2,0.1000,157.63,15.762880
D-0001,Monitor HP 24",2024-01-20,18:00-23:59,Apagado,0.50,5,0.0025,157.63,0.394072
D-0001,Monitor HP 24",2024-01-21,00:00-07:59,Apagado,0.50,7,0.0035,158.57,0.554998
D-0001,Monitor HP 24",2024-01-21,08:00-12:59,Encendido,50.00,4,0.2000,158.57,31.714160
D-0001,Monitor HP 24",2024-01-21,13:00-14:59,Apagado,0.50,1,0.0005,158.57,0.079285
D-0001,Monitor HP 24",2024-01-21,15:00-17:59,Encendido,50.00,2,0.1000,158.57,15.857080
D-0001,Monitor HP 24",2024-01-21,18:00-23:59,Apagado,0.50,5,0.0025,158.57,0.396427
D-0001,Monitor HP 24",2024-01-22,00:00-07:59,Apagado,0.50,7,0.0035,170.05,0.595167
D-0001,Monitor HP 24",2024-01-22,08:00-12:59,Encendido,50.00,4,0.2000,170.05,34.009520
D-0001,Monitor HP 24",2024-01-22,13:00-14:59,Apagado,0.50,1,0.0005,170.05,0.085024
D-0001,Monitor HP 24",2024-01-22,15:00-17:59,Encendido,50.00,2,0.1000,170.05,17.004760
D-0001,Monitor HP 24",2024-01-22,18:00-23:59,Apagado,0.50,5,0.0025,170.05,0.425119
D-0001,Monitor HP 24",2024-01-23,00:00-07:59,Apagado,0.50,7,0.0035,199.18,0.697147
D-0001,Monitor HP 24",2024-01-23,08:00-12:59,Encendido,50.00,4,0.2000,199.18,39.836960
D-0001,Monitor HP 24",2024-01-23,13:00-14:59,Apagado,0.50,1,0.0005,199.18,0.099592
D-0001,Monitor HP 24",2024-01-23,15:00-17:59,Encendido,50.00,2,0.1000,199.18,19.918480
D-0001,Monitor HP 24",2024-01-23,18:00-23:59,Apagado,0.50,5,0.0025,199.18,0.497962
D-0001,Monitor HP 24",2024-01-24,00:00-07:59,Apagado,0.50,7,0.0035,180.52,0.631820
D-0001,Monitor HP 24",2024-01-24,08:00-12:59,Encendido,50.00,4,0.2000,180.52,36.104000
D-0001,Monitor HP 24",2024-01-24,13:00-14:59,Apagado,0.50,1,0.0005,180.52,0.090260
D-0001,Monitor HP 24",2024-01-24,15:00-17:59,Encendido,50.00,2,0.1000,180.52,18.052000
D-0001,Monitor HP 24",2024-01-24,18:00-23:59,Apagado,0.50,5,0.0025,180.52,0.451300
D-0001,Monitor HP 24",2024-01-25,00:00-07:59,Apagado,0.50,7,0.0035,197.19,0.690175
D-0001,Monitor HP 24",2024-01-25,08:00-12:59,Encendido,50.00,4,0.2000,197.19,39.438560
D-0001,Monitor HP 24",2024-01-25,13:00-14:59,Apagado,0.50,1,0.0005,197.19,0.098596
D-0001,Monitor HP 24",2024-01-25,15:00-17:59,Encendido,50.00,2,0.1000,197.19,19.719280
D-0001,Monitor HP 24",2024-01-25,18:00-23:59,Apagado,0.50,5,0.0025,197.19,0.492982
D-0001,Monitor HP 24",2024-01-26,00:00-07:59,Apagado,0.50,7,0.0035,217.53,0.761365
D-0001,Monitor HP 24",2024-01-26,08:00-12:59,Encendido,50.00,4,0.2000,217.53,43.506560
D-0001,Monitor HP 24",2024-01-26,13:00-14:59,Apagado,0.50,1,0.0005,217.53,0.108766
D-0001,Monitor HP 24",2024-01-26,15:00-17:59,Encendido,50.00,2,0.1000,217.53,21.753280
D-0001,Monitor HP 24",2024-01-26,18:00-23:59,Apagado,0.50,5,0.0025,217.53,0.543832
D-0001,Monitor HP 24",2024-01-27,00:00-07:59,Apagado,0.50,7,0.0035,188.23,0.658801
D-0001,Monitor HP 24",2024-01-27,08:00-12:59,Encendido,50.00,4,0.2000,188.23,37.645760
D-0001,Monitor HP 24",2024-01-27,13:00-14:59,Apagado,0.50,1,0.0005,188.23,0.094114
D-0001,Monitor HP 24",2024-01-27,15:00-17:59,Encendido,50.00,2,0.1000,188.23,18.822880
D-0001,Monitor HP 24",2024-01-27,18:00-23:59,Apagado,0.50,5,0.0025,188.23,0.470572
D-0001,Monitor HP 24",2024-01-28,00:00-07:59,Apagado,0.50,7,0.0035,187.04,0.654654
D-0001,Monitor HP 24",2024-01-28,08:00-12:59,Encendido,50.00,4,0.2000,187.04,37.408800
D-0001,Monitor HP 24",2024-01-28,13:00-14:59,Apagado,0.50,1,0.0005,187.04,0.093522
D-0001,Monitor HP 24",2024-01-28,15:00-17:59,Encendido,50.00,2,0.1000,187.04,18.704400
D-0001,Monitor HP 24",2024-01-28,18:00-23:59,Apagado,0.50,5,0.0025,187.04,0.467610
D-0001,Monitor HP 24",2024-01-29,00:00-07:59,Apagado,0.50,7,0.0035,195.69,0.684907
D-0001,Monitor HP 24",2024-01-29,08:00-12:59,Encendido,50.00,4,0.2000,195.69,39.137520
D-0001,Monitor HP 24",2024-01-29,13:00-14:59,Apagado,0.50,1,0.0005,195.69,0.097844
D-0001,Monitor HP 24",2024-01-29,15:00-17:59,Encendido,50.00,2,0.1000,195.69,19.568760
D-0001,Monitor HP 24",2024-01-29,18:00-23:59,Apagado,0.50,5,0.0025,195.69,0.489219
D-0001,Monitor HP 24",2024-01-30,00:00-07:59,Apagado,0.50,7,0.0035,211.80,0.741300
D-0001,Monitor HP 24",2024-01-30,08:00-12:59,Encendido,50.00,4,0.2000,211.80,42.360000
D-0001,Monitor HP 24",2024-01-30,13:00-14:59,Apagado,0.50,1,0.0005,211.80,0.105900
D-0001,Monitor HP 24",2024-01-30,15:00-17:59,Encendido,50.00,2,0.1000,211.80,21.180000
D-0001,Monitor HP 24",2024-01-30,18:00-23:59,Apagado,0.50,5,0.0025,211.80,0.529500
D-0001,Monitor HP 24",2024-01-31,00:00-07:59,Apagado,0.50,7,0.0035,210.97,0.738398
D-0001,Monitor HP 24",2024-01-31,08:00-12:59,Encendido,50.00,4,0.2000,210.97,42.194160
D-0001,Monitor HP 24",2024-01-31,13:00-14:59,Apagado,0.50,1,0.0005,210.97,0.105485
D-0001,Monitor HP 24",2024-01-31,15:00-17:59,Encendido,50.00,2,0.1000,210.97,21.097080
D-0001,Monitor HP 24",2024-01-31,18:00-23:59,Apagado,0.50,5,0.0025,210.97,0.527427
D-0001,Monitor HP 24",2024-02-01,00:00-07:59,Apagado,0.50,7,0.0035,205.60,0.719584
D-0001,Monitor HP 24",2024-02-01,08:00-12:59,Encendido,50.00,4,0.2000,205.60,41.119077
D-0001,Monitor HP 24",2024-02-01,13:00-14:59,Apagado,0.50,1,0.0005,205.60,0.102798
D-0001,Monitor HP 24",2024-02-01,15:00-17:59,Encendido,50.00,2,0.1000,205.60,20.559538
D-0001,Monitor HP 24",2024-02-01,18:00-23:59,Apagado,0.50,5,0.0025,205.60,0.513988
D-0001,Monitor HP 24",2024-02-02,00:00-07:59,Apagado,0.50,7,0.0035,192.58,0.674036
D-0001,Monitor HP 24",2024-02-02,08:00-12:59,Encendido,50.00,4,0.2000,192.58,38.516320
D-0001,Monitor HP 24",2024-02-02,13:00-14:59,Apagado,0.50,1,0.0005,192.58,0.096291
D-0001,Monitor HP 24",2024-02-02,15:00-17:59,Encendido,50.00,2,0.1000,192.58,19.258160
D-0001,Monitor HP 24",2024-02-02,18:00-23:59,Apagado,0.50,5,0.0025,192.58,0.481454
D-0001,Monitor HP 24",2024-02-03,00:00-07:59,Apagado,0.50,7,0.0035,190.56,0.666970
D-0001,Monitor HP 24",2024-02-03,08:00-12:59,Encendido,50.00,4,0.2000,190.56,38.112560
D-0001,Monitor HP 24",2024-02-03,13:00-14:59,Apagado,0.50,1,0.0005,190.56,0.095281
D-0001,Monitor HP 24",2024-02-03,15:00-17:59,Encendido,50.00,2,0.1000,190.56,19.056280
D-0001,Monitor HP 24",2024-02-03,18:00-23:59,Apagado,0.50,5,0.0025,190.56,0.476407
D-0001,Monitor HP 24",2024-02-04,00:00-07:59,Apagado,0.50,7,0.0035,185.54,0.649407
D-0001,Monitor HP 24",2024-02-04,08:00-12:59,Encendido,50.00,4,0.2000,185.54,37.108960
D-0001,Monitor HP 24",2024-02-04,13:00-14:59,Apagado,0.50,1,0.0005,185.54,0.092772
D-0001,Monitor HP 24",2024-02-04,15:00-17:59,Encendido,50.00,2,0.1000,185.54,18.554480
D-0001,Monitor HP 24",2024-02-04,18:00-23:59,Apagado,0.50,5,0.0025,185.54,0.463862
D-0001,Monitor HP 24",2024-02-05,00:00-07:59,Apagado,0.50,7,0.0035,213.15,0.746022
D-0001,Monitor HP 24",2024-02-05,08:00-12:59,Encendido,50.00,4,0.2000,213.15,42.629840
D-0001,Monitor HP 24",2024-02-05,13:00-14:59,Apagado,0.50,1,0.0005,213.15,0.106575
D-0001,Monitor HP 24",2024-02-05,15:00-17:59,Encendido,50.00,2,0.1000,213.15,21.314920
D-0001,Monitor HP 24",2024-02-05,18:00-23:59,Apagado,0.50,5,0.0025,213.15,0.532873
D-0001,Monitor HP 24",2024-02-06,00:00-07:59,Apagado,0.50,7,0.0035,221.25,0.774374
D-0001,Monitor HP 24",2024-02-06,08:00-12:59,Encendido,50.00,4,0.2000,221.25,44.249920
D-0001,Monitor HP 24",2024-02-06,13:00-14:59,Apagado,0.50,1,0.0005,221.25,0.110625
D-0001,Monitor HP 24",2024-02-06,15:00-17:59,Encendido,50.00,2,0.1000,221.25,22.124960
D-0001,Monitor HP 24",2024-02-06,18:00-23:59,Apagado,0.50,5,0.0025,221.25,0.553124
D-0001,Monitor HP 24",2024-02-07,00:00-07:59,Apagado,0.50,7,0.0035,233.60,0.817615
D-0001,Monitor HP 24",2024-02-07,08:00-12:59,Encendido,50.00,4,0.2000,233.60,46.720880
D-0001,Monitor HP 24",2024-02-07,13:00-14:59,Apagado,0.50,1,0.0005,233.60,0.116802
D-0001,Monitor HP 24",2024-02-07,15:00-17:59,Encendido,50.00,2,0.1000,233.60,23.360440
D-0001,Monitor HP 24",2024-02-07,18:00-23:59,Apagado,0.50,5,0.0025,233.60,0.584011
D-0001,Monitor HP 24",2024-02-08,00:00-07:59,Apagado,0.50,7,0.0035,213.05,0.745664
D-0001,Monitor HP 24",2024-02-08,08:00-12:59,Encendido,50.00,4,0.2000,213.05,42.609360
D-0001,Monitor HP 24",2024-02-08,13:00-14:59,Apagado,0.50,1,0.0005,213.05,0.106523
D-0001,Monitor HP 24",2024-02-08,15:00-17:59,Encendido,50.00,2,0.1000,213.05,21.304680
D-0001,Monitor HP 24",2024-02-08,18:00-23:59,Apagado,0.50,5,0.0025,213.05,0.532617
D-0001,Monitor HP 24",2024-02-09,00:00-07:59,Apagado,0.50,7,0.0035,220.02,0.770063
D-0001,Monitor HP 24",2024-02-09,08:00-12:59,Encendido,50.00,4,0.2000,220.02,44.003600
D-0001,Monitor HP 24",2024-02-09,13:00-14:59,Apagado,0.50,1,0.0005,220.02,0.110009
D-0001,Monitor HP 24",2024-02-09,15:00-17:59,Encendido,50.00,2,0.1000,220.02,22.001800
D-0001,Monitor HP 24",2024-02-09,18:00-23:59,Apagado,0.50,5,0.0025,220.02,0.550045
D-0001,Monitor HP 24",2024-02-10,00:00-07:59,Apagado,0.50,7,0.0035,224.33,0.785141
D-0001,Monitor HP 24",2024-02-10,08:00-12:59,Encendido,50.00,4,0.2000,224.33,44.865200
D-0001,Monitor HP 24",2024-02-10,13:00-14:59,Apagado,0.50,1,0.0005,224.33,0.112163
D-0001,Monitor HP 24",2024-02-10,15:00-17:59,Encendido,50.00,2,0.1000,224.33,22.432600
D-0001,Monitor HP 24",2024-02-10,18:00-23:59,Apagado,0.50,5,0.0025,224.33,0.560815
D-0001,Monitor HP 24",2024-02-11,00:00-07:59,Apagado,0.50,7,0.0035,221.18,0.774144
D-0001,Monitor HP 24",2024-02-11,08:00-12:59,Encendido,50.00,4,0.2000,221.18,44.236800
D-0001,Monitor HP 24",2024-02-11,13:00-14:59,Apagado,0.50,1,0.0005,221.18,0.110592
D-0001,Monitor HP 24",2024-02-11,15:00-17:59,Encendido,50.00,2,0.1000,221.18,22.118400
D-0001,Monitor HP 24",2024-02-11,18:00-23:59,Apagado,0.50,5,0.0025,221.18,0.552960
D-0001,Monitor HP 24",2024-02-12,00:00-07:59,Apagado,0.50,7,0.0035,193.62,0.677667
D-0001,Monitor HP 24",2024-02-12,08:00-12:59,Encendido,50.00,4,0.2000,193.62,38.723840
D-0001,Monitor HP 24",2024-02-12,13:00-14:59,Apagado,0.50,1,0.0005,193.62,0.096810
D-0001,Monitor HP 24",2024-02-12,15:00-17:59,Encendido,50.00,2,0.1000,193.62,19.361920
D-0001,Monitor HP 24",2024-02-12,18:00-23:59,Apagado,0.50,5,0.0025,193.62,0.484048
D-0001,Monitor HP 24",2024-02-13,00:00-07:59,Apagado,0.50,7,0.0035,207.56,0.726450
D-0001,Monitor HP 24",2024-02-13,08:00-12:59,Encendido,50.00,4,0.2000,207.56,41.511440
D-0001,Monitor HP 24",2024-02-13,13:00-14:59,Apagado,0.50,1,0.0005,207.56,0.103779
D-0001,Monitor HP 24",2024-02-13,15:00-17:59,Encendido,50.00,2,0.1000,207.56,20.755720
D-0001,Monitor HP 24",2024-02-13,18:00-23:59,Apagado,0.50,5,0.0025,207.56,0.518893
D-0001,Monitor HP 24",2024-02-14,00:00-07:59,Apagado,0.50,7,0.0035,225.83,0.790390
D-0001,Monitor HP 24",2024-02-14,08:00-12:59,Encendido,50.00,4,0.2000,225.83,45.165120
D-0001,Monitor HP 24",2024-02-14,13:00-14:59,Apagado,0.50,1,0.0005,225.83,0.112913
D-0001,Monitor HP 24",2024-02-14,15:00-17:59,Encendido,50.00,2,0.1000,225.83,22.582560
D-0001,Monitor HP 24",2024-02-14,18:00-23:59,Apagado,0.50,5,0.0025,225.83,0.564564
D-0001,Monitor HP 24",2024-02-15,00:00-07:59,Apagado,0.50,7,0.0035,245.32,0.858606
D-0001,Monitor HP 24",2024-02-15,08:00-12:59,Encendido,50.00,4,0.2000,245.32,49.063200
D-0001,Monitor HP 24",2024-02-15,13:00-14:59,Apagado,0.50,1,0.0005,245.32,0.122658
D-0001,Monitor HP 24",2024-02-15,15:00-17:59,Encendido,50.00,2,0.1000,245.32,24.531600
D-0001,Monitor HP 24",2024-02-15,18:00-23:59,Apagado,0.50,5,0.0025,245.32,0.613290
D-0001,Monitor HP 24",2024-02-16,00:00-07:59,Apagado,0.50,7,0.0035,232.43,0.813505
D-0001,Monitor HP 24",2024-02-16,08:00-12:59,Encendido,50.00,4,0.2000,232.43,46.486000
D-0001,Monitor HP 24",2024-02-16,13:00-14:59,Apagado,0.50,1,0.0005,232.43,0.116215
D-0001,Monitor HP 24",2024-02-16,15:00-17:59,Encendido,50.00,2,0.1000,232.43,23.243000
D-0001,Monitor HP 24",2024-02-16,18:00-23:59,Apagado,0.50,5,0.0025,232.43,0.581075
D-0001,Monitor HP 24",2024-02-17,00:00-07:59,Apagado,0.50,7,0.0035,193.97,0.678908
D-0001,Monitor HP 24",2024-02-17,08:00-12:59,Encendido,50.00,4,0.2000,193.97,38.794720
D-0001,Monitor HP 24",2024-02-17,13:00-14:59,Apagado,0.50,1,0.0005,193.97,0.096987
D-0001,Monitor HP 24",2024-02-17,15:00-17:59,Encendido,50.00,2,0.1000,193.97,19.397360
D-0001,Monitor HP 24",2024-02-17,18:00-23:59,Apagado,0.50,5,0.0025,193.97,0.484934
D-0001,Monitor HP 24",2024-02-18,00:00-07:59,Apagado,0.50,7,0.0035,183.47,0.642142
D-0001,Monitor HP 24",2024-02-18,08:00-12:59,Encendido,50.00,4,0.2000,183.47,36.693840
D-0001,Monitor HP 24",2024-02-18,13:00-14:59,Apagado,0.50,1,0.0005,183.47,0.091735
D-0001,Monitor HP 24",2024-02-18,15:00-17:59,Encendido,50.00,2,0.1000,183.47,18.346920
D-0001,Monitor HP 24",2024-02-18,18:00-23:59,Apagado,0.50,5,0.0025,183.47,0.458673
D-0001,Monitor HP 24",2024-02-19,00:00-07:59,Apagado,0.50,7,0.0035,221.85,0.776492
D-0001,Monitor HP 24",2024-02-19,08:00-12:59,Encendido,50.00,4,0.2000,221.85,44.370960
D-0001,Monitor HP 24",2024-02-19,13:00-14:59,Apagado,0.50,1,0.0005,221.85,0.110927
D-0001,Monitor HP 24",2024-02-19,15:00-17:59,Encendido,50.00,2,0.1000,221.85,22.185480
D-0001,Monitor HP 24",2024-02-19,18:00-23:59,Apagado,0.50,5,0.0025,221.85,0.554637
D-0001,Monitor HP 24",2024-02-20,00:00-07:59,Apagado,0.50,7,0.0035,238.08,0.833293
D-0001,Monitor HP 24",2024-02-20,08:00-12:59,Encendido,50.00,4,0.2000,238.08,47.616720
D-0001,Monitor HP 24",2024-02-20,13:00-14:59,Apagado,0.50,1,0.0005,238.08,0.119042
D-0001,Monitor HP 24",2024-02-20,15:00-17:59,Encendido,50.00,2,0.1000,238.08,23.808360
D-0001,Monitor HP 24",2024-02-20,18:00-23:59,Apagado,0.50,5,0.0025,238.08,0.595209
D-0001,Monitor HP 24",2024-02-21,00:00-07:59,Apagado,0.50,7,0.0035,244.70,0.856458
D-0001,Monitor HP 24",2024-02-21,08:00-12:59,Encendido,50.00,4,0.2000,244.70,48.940480
